"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Goražde","Kopači",1828,1451,340,1,17,19,0.793763676148797,0.185995623632385,0.000547045951859956,0.00929978118161926,0.0103938730853392,0.0486519575226892,0.335150036629335,0.633177113618874
"Goražde","Mravinjac",577,452,120,0,3,2,0.783362218370884,0.207972270363951,0,0.00519930675909879,0.00346620450606586,0.0153567721502143,0.343052122224258,0.668948682585598
"Goražde","Odžak",241,89,147,0,1,4,0.369294605809129,0.609958506224066,0,0.004149377593361,0.016597510373444,0.00641418039549677,0.491279420120177,0.925669623928408
"Goražde","Oglečeva",524,406,113,0,0,5,0.774809160305344,0.215648854961832,0,0,0.00954198473282443,0.0139461847603332,0.353075286987938,0.68701850814758
"Goražde","Orahovice",716,696,17,0,1,2,0.972067039106145,0.0237430167597765,0,0.00139664804469274,0.00279329608938547,0.0190562371916004,0.0545121875097532,0.107817319080877
"Goražde","Osanica",853,842,6,0,4,1,0.987104337631887,0.00703399765533412,0,0.00468933177022274,0.00117233294255569,0.0227024725201608,0.025552185308318,0.0505503969829384
"Goražde","Osječani",420,298,115,0,0,7,0.70952380952381,0.273809523809524,0,0,0.0166666666666667,0.0111782396933969,0.421326530612245,0.803798185941043
"Goražde","Podhranjen",376,162,210,0,1,3,0.430851063829787,0.558510638297872,0,0.00265957446808511,0.00797872340425532,0.0100071860112315,0.502362494341331,0.973753708234206
"Goražde","Podkozara",1015,338,673,0,0,4,0.333004926108374,0.663054187192118,0,0,0.00394088669950739,0.0270140792590424,0.449451333446577,0.888460878805111
"Goražde","Posestra",304,304,0,0,0,0,1,0,0,0,0,0.00809091634950629,0,0
"Goražde","Rešetnica",642,642,0,0,0,0,1,0,0,0,0,0.0170867378170495,0,0
"Goražde","Sadba",710,699,3,0,1,7,0.984507042253521,0.00422535211267606,0,0.00140845070422535,0.00985915492957747,0.0188965480531233,0.0306288434834358,0.0605304670714226
"Goražde","Trebeško Brdo",407,308,94,1,0,4,0.756756756756757,0.230958230958231,0.00245700245700246,0,0.00982800982800983,0.0108322465600298,0.373874880017386,0.721697574826782
"Goražde","Ustiprača",773,713,44,2,8,6,0.922380336351876,0.0569210866752911,0.00258732212160414,0.0103492884864166,0.00776196636481242,0.0205732840071328,0.14580045487332,0.277062900249455
"Goražde","Vitkovići",2012,1353,567,7,53,32,0.672465208747515,0.281809145129225,0.00347912524850895,0.0263419483101392,0.0159045725646123,0.0535490911026535,0.467415190763965,0.82434828912136
"Goražde","Vranići",864,863,0,0,0,1,0.998842592592593,0,0,0,0.00115740740740741,0.0229952359407021,0.00231213563100141,0.00462427126200282
"Goražde","Zupčići",953,426,491,3,7,26,0.44700944386149,0.515215110178384,0.00314795383001049,0.00734522560335782,0.0272822665267576,0.0253639581614457,0.5339277633232,0.959876456318165
"Gornji Vakuf","Bistrica",1713,781,7,914,4,7,0.455925277291302,0.00408639813193228,0.533566841798015,0.00233508464681845,0.00408639813193228,0.06802748103729,0.507399716940848,0.983699485291801
"Gornji Vakuf","Bojska",869,859,0,9,0,1,0.98849252013809,0,0.0103567318757192,0,0.00115074798619102,0.0345101465390572,0.022773951514975,0.045406532921887
"Gornji Vakuf","Dobrošin",960,396,1,562,0,1,0.4125,0.00104166666666667,0.585416666666667,0,0.00104166666666667,0.0381239823676582,0.48712890625,0.968207709418403
"Gornji Vakuf","Gornji Vakuf I",5344,3274,80,1805,134,51,0.612649700598802,0.0149700598802395,0.337761976047904,0.0250748502994012,0.0095434131736527,0.21222350184663,0.509633264347054,0.887448268845614
"Gornji Vakuf","Gornji Vakuf II",1281,498,1,771,5,6,0.388758782201405,0.00078064012490242,0.601873536299766,0.0039032006245121,0.00468384074941452,0.0508716889718439,0.486577072825009,0.946554350062996
"Gornji Vakuf","Grnica",840,815,0,23,0,2,0.970238095238095,0,0.0273809523809524,0,0.00238095238095238,0.0333584845717009,0.0578826530612245,0.115006276320052
"Gornji Vakuf","Paić Polje",3110,1521,6,1566,0,17,0.489067524115756,0.00192926045016077,0.503536977491961,0,0.00546623794212219,0.123505817878559,0.50722986735042,0.99247921786239
"Gornji Vakuf","Pidriš",334,0,0,334,0,0,0,0,1,0,0,0.0132639688654144,0,0
"Gornji Vakuf","Ploča",1440,341,4,1092,0,3,0.236805555555556,0.00277777777777778,0.758333333333333,0,0.00208333333333333,0.0571859735514872,0.36884162808642,0.727138792438272
"Gornji Vakuf","Podgrađe",1250,88,5,1149,1,7,0.0704,0.004,0.9192,8e-04,0.0056,0.0496406020412216,0.1500672,0.29170096128
"Gornji Vakuf","Uzričje",932,270,0,656,5,1,0.289699570815451,0,0.703862660944206,0.00536480686695279,0.00107296137339056,0.0370120328819348,0.420621580799057,0.825421927251997
"Gornji Vakuf","Voljevac",2907,2875,0,5,4,23,0.988992088063296,0,0.00171998624011008,0.00137598899208806,0.00791193670450636,0.115444184107065,0.0218271993074141,0.0433353801213736
"Gornji Vakuf","Voljice",2125,1316,4,792,4,9,0.619294117647059,0.00188235294117647,0.372705882352941,0.00188235294117647,0.00423529411764706,0.0843890234700767,0.477540096885813,0.932689832043965
"Gornji Vakuf","Ždrimci",2076,1029,2,1028,1,16,0.495664739884393,0.000963391136801541,0.495183044315992,0.000481695568400771,0.00770712909441233,0.0824431118700608,0.509049658265302,0.991004966839418
"Gradačac","Biberovo Polje",815,806,0,0,0,9,0.988957055214724,0,0,0,0.0110429447852761,0.0144041285944045,0.0218419963114909,0.0436839926229818
"Gradačac","Blaževac",1166,9,314,613,12,218,0.00771869639794168,0.269296740994854,0.525728987993139,0.0102915951972556,0.18696397941681,0.0206076244675775,0.615967271668103,0.850637646625094
"Gradačac","Bukva",3280,2808,149,73,170,80,0.85609756097561,0.0454268292682927,0.0222560975609756,0.0518292682926829,0.024390243902439,0.0579699899259469,0.261256878346223,0.444192472405
"Gradačac","Centar",3589,2204,528,245,468,144,0.614098634717191,0.147116188353302,0.0682641404290889,0.13039843967679,0.0401225968236278,0.0634311871476291,0.577966125248342,0.738650934018451
"Gradačac","Donja Međiđa",2922,2868,6,0,33,15,0.981519507186858,0.00205338809034908,0,0.0112936344969199,0.00513347022587269,0.0516427776108588,0.0364613419123073,0.0718411116106628
"Gradačac","Donja Tramošnica",2760,2,35,2679,14,30,0.00072463768115942,0.0126811594202899,0.970652173913043,0.00507246376811594,0.0108695652173913,0.0487796256693943,0.057529143037177,0.111809093129869
"Gradačac","Donje Ledenice",1638,257,354,1011,5,11,0.156898656898657,0.216117216117216,0.617216117216117,0.00305250305250305,0.00671550671550672,0.0289496474081405,0.547666009204471,0.812980497854842
"Gradačac","Donji Skugrić",1402,1,1233,86,39,43,0.000713266761768902,0.879457917261056,0.0613409415121255,0.0278174037089872,0.0306704707560628,0.024778635937859,0.221076066186272,0.393717359421221
"Gradačac","Gornja Tramošnica",1463,1,87,1350,8,17,0.000683526999316473,0.0594668489405332,0.922761449077239,0.00546821599453178,0.01161995898838,0.0258567363602623,0.144809609931745,0.277029700317288
"Gradačac","Gornje Ledenice",462,462,0,0,0,0,1,0,0,0,0,0.00816528516639861,0,0
"Gradačac","Gornji Lukavac",1259,1241,0,0,10,8,0.985702938840349,0,0,0.0079428117553614,0.00635424940428912,0.022251285767307,0.0282862516174253,0.0559755149287093
"Gradačac","Hrgovi Donji",671,1,6,642,8,14,0.0014903129657228,0.00894187779433681,0.956780923994039,0.0119225037257824,0.0208643815201192,0.0118591046464361,0.0839106167585801,0.16084871334233
"Gradačac","Kerep",2206,2128,57,0,18,3,0.964641885766092,0.0258386219401632,0,0.00815956482320943,0.0013599274705349,0.0389883529806826,0.0687299699410411,0.134480768386528
"Gradačac","Mionica 1",2672,2569,21,4,25,53,0.961452095808383,0.00785928143712575,0.00149700598802395,0.0093562874251497,0.0198353293413174,0.047224333256747,0.0750648777295709,0.144676720492734
"Gradačac","Mionica 2",1754,1695,1,0,1,57,0.96636259977195,0.000570125427594071,0,0.000570125427594071,0.032497149372862,0.0309998055884484,0.0650866109586299,0.1297396241874
"Gradačac","Mionica 3",1862,1830,2,4,10,16,0.9828141783029,0.00107411385606874,0.00214822771213749,0.00537056928034372,0.00859291084854995,0.0329085735494247,0.0339678411926702,0.0668313673218036
"Gradačac","Novalići",767,472,289,1,0,5,0.615384615384615,0.376792698826597,0.00130378096479791,0,0.00651890482398957,0.013555787278415,0.47928484129399,0.936702107780741
"Gradačac","Pelagićevo",2233,3,2149,15,44,22,0.00134348410210479,0.962382445141066,0.00671742051052396,0.0197044334975369,0.00985221674876847,0.0394655449709266,0.0732877697221319,0.141455892107301
"Gradačac","Porebrice",1047,0,853,3,8,183,0,0.814708691499522,0.00286532951289398,0.00764087870105062,0.174785100286533,0.0185044449550202,0.305633323572421,0.593053808750068
"Gradačac","Rajska",1618,1337,235,0,14,32,0.826328800988875,0.145241038318912,0,0.00865265760197775,0.0197775030902349,0.0285961718598116,0.295619735332271,0.548299136445368
"Gradačac","Sibovac",921,906,0,1,7,7,0.98371335504886,0,0.001085776330076,0.00760043431053203,0.00760043431053203,0.0162775490005479,0.0321913229848592,0.0635051527420875
"Gradačac","Srnice Donje",1900,908,961,5,14,12,0.477894736842105,0.505789473684211,0.00263157894736842,0.00736842105263158,0.00631578947368421,0.0335801770912497,0.515692520775623,0.983084070564222
"Gradačac","Svirac",2001,1724,69,19,143,46,0.861569215392304,0.0344827586206897,0.00949525237381309,0.071464267866067,0.0229885057471264,0.0353652286103109,0.250783653650436,0.43701291681047
"Gradačac","Tolisa",1140,0,1070,1,3,66,0,0.93859649122807,0.00087719298245614,0.00263157894736842,0.0578947368421053,0.0201481062547498,0.115677131425054,0.22903866776822
"Gradačac","Turić",1900,1,266,1495,3,135,0.000526315789473684,0.14,0.786842105263158,0.00157894736842105,0.0710526315789474,0.0335801770912497,0.356228254847645,0.61407582796326
"Gradačac","Varoš",3998,2718,602,344,242,92,0.67983991995998,0.150575287643822,0.0860430215107554,0.0605302651325663,0.0230115057528764,0.070659762110956,0.503547922035055,0.711828535020107
"Gradačac","Vida",1909,1518,288,10,49,44,0.795180722891566,0.150864326872708,0.00523834468308015,0.0256678889470927,0.0230487166055526,0.0337392410879977,0.343710048703709,0.600097424347141
"Gradačac","Vučkovci",2657,2562,1,4,48,42,0.964245389537072,0.000376364320662401,0.0015054572826496,0.0180654873917953,0.0158073014678209,0.0469592265955003,0.0696521880903711,0.135249304282979
"Gradačac","Zelina Donja",1620,1545,17,3,27,28,0.953703703703704,0.0104938271604938,0.00185185185185185,0.0166666666666667,0.017283950617284,0.0286315194146445,0.089759183051364,0.171151755321851
"Gradačac","Zelina Gornja",818,0,809,2,5,2,0,0.988997555012225,0.00244498777506112,0.00611246943765281,0.00244498777506112,0.0144571499266538,0.0218345179667745,0.0432429195569481
"Gradačac","Zelina Srednja",1295,1279,0,2,5,9,0.987644787644788,0,0.00154440154440154,0.00386100386100386,0.00694980694980695,0.0228875417542991,0.0244921810944976,0.0484679651103525
"Gradačac","Ćendići",836,1,819,1,3,12,0.00119617224880383,0.979665071770335,0.00119617224880383,0.00358851674641148,0.0143540669856459,0.0147752779201499,0.0400345688056593,0.0789403580482203
"Gračanica","Babići",1831,1800,1,1,13,16,0.983069361004915,0.000546149645002731,0.000546149645002731,0.0070999453850355,0.00873839432004369,0.0309635742550817,0.0334472661347548,0.0659541554436254
"Gračanica","Boljanić",2327,1,2220,7,30,69,0.000429737859905458,0.954018048990116,0.0030081650193382,0.0128921357971637,0.0296519123334766,0.0393513038184462,0.0887948853992362,0.171507714210437
"Gračanica","Bosansko Petrovo Selo",2919,54,2695,18,70,82,0.0184994861253854,0.92326139088729,0.00616649537512847,0.0239808153477218,0.0280918122644741,0.0493624649102039,0.145843918023708,0.268459364900469
"Gračanica","Dobrovci",1999,1950,8,2,4,35,0.975487743871936,0.00400200100050025,0.00100050025012506,0.00200100050025012,0.0175087543771886,0.0338045794297697,0.0480960840600392,0.0945896795889476
"Gračanica","Donja Lohinja",1091,810,213,0,13,55,0.74243813015582,0.195233730522456,0,0.0119156736938588,0.0504124656278643,0.0184496228903845,0.407986013386755,0.700800137874382
"Gračanica","Džakule",2306,2249,10,0,8,39,0.975281873373807,0.00433651344319167,0,0.00346921075455334,0.0169124024284475,0.0389961781716102,0.0485083973404723,0.0952926674548481
"Gračanica","Gornja Lohinja",614,1,600,1,0,12,0.00162866449511401,0.977198697068404,0.00162866449511401,0,0.0195439739413681,0.0103831974836811,0.0446954344343176,0.0886126268267892
"Gračanica","Gračanica",12712,10282,1169,47,900,314,0.80884203901825,0.0919603524229075,0.00369729389553178,0.0707992448080554,0.0247010698552549,0.214969391551392,0.331681503599519,0.552023068997345
"Gračanica","Kakmuž",2398,4,2252,8,42,92,0.00166805671392827,0.939115929941618,0.00333611342785655,0.0175145954962469,0.0383653044203503,0.0405519667196537,0.116268700425222,0.221706819175925
"Gračanica","Karanovac",1178,6,1112,12,28,20,0.00509337860780985,0.943972835314092,0.0101867572156197,0.0237691001697793,0.0169779286926995,0.0199208577129908,0.107932353475287,0.203553483152339
"Gračanica","Lendići",318,31,269,1,8,9,0.0974842767295598,0.845911949685535,0.00314465408805031,0.0251572327044025,0.0283018867924528,0.00537761693780228,0.273486017167042,0.480969002748727
"Gračanica","Lukavica",3231,2927,13,3,73,215,0.905911482513154,0.00402352212937171,0.000928505106778087,0.0225936242649335,0.0665428659857629,0.0546386173774817,0.174368910127737,0.327461518265871
"Gračanica","Malešići",2964,2866,53,5,24,16,0.96693657219973,0.0178812415654521,0.00168690958164642,0.00809716599190283,0.00539811066126856,0.0501234484391382,0.0646163771829658,0.125296279008178
"Gračanica","Miričina",2517,2391,7,8,56,55,0.949940405244339,0.00278108859753675,0.00317838696861343,0.022248708780294,0.0218514104092173,0.0425643453850577,0.0966229007074499,0.184567765712984
"Gračanica","Orahovica Donja",4304,4089,22,4,85,104,0.950046468401487,0.00511152416356877,0.000929368029739777,0.0197490706319703,0.0241635687732342,0.0727838468562925,0.0964108126269675,0.184265689769737
"Gračanica","Orahovica Gornja",2035,1994,4,1,20,16,0.97985257985258,0.00196560196560197,0.000491400491400491,0.00982800982800983,0.00786240786240786,0.0344133662529171,0.0397264094561391,0.0780193221975545
"Gračanica","Piskavica",808,729,32,0,38,9,0.902227722772277,0.0396039603960396,0,0.047029702970297,0.0111386138613861,0.0136638820306423,0.182080800901872,0.33329961038085
"Gračanica","Porječina",819,1,795,1,14,8,0.00122100122100122,0.970695970695971,0.00122100122100122,0.0170940170940171,0.00976800976800977,0.013849900226604,0.0573587313514053,0.111985646743929
"Gračanica","Pribava",1682,1560,70,2,36,14,0.927467300832342,0.0416171224732461,0.00118906064209275,0.0214030915576694,0.00832342449464923,0.0284438732370548,0.137543635415061,0.258282462331365
"Gračanica","Prijeko Brdo",464,464,0,0,0,0,1,0,0,0,0,0.00784658572056685,0,0
"Gračanica","Rašljevo",758,742,0,0,12,4,0.978891820580475,0,0,0.0158311345646438,0.00527704485488127,0.0128183447762708,0.0414923315766389,0.0820033248016679
"Gračanica","Skipovac Donji",493,0,457,0,2,34,0,0.926977687626775,0,0.00405679513184584,0.0689655172413793,0.00833699732810228,0.135939666487005,0.268767146570842
"Gračanica","Skipovac Gornji",481,0,466,0,0,15,0,0.968814968814969,0,0,0.0311850311850312,0.00813406838705313,0.0604250500300396,0.120850100060079
"Gračanica","Soko",1920,1894,0,1,3,22,0.986458333333333,0,0.000520833333333333,0.0015625,0.0114583333333333,0.0324686305678628,0.0267659505208333,0.0532395765516493
"Gračanica","Sočkovac",1121,15,1053,9,21,23,0.0133809099018733,0.939339875111508,0.008028545941124,0.0187332738626227,0.0205173951828724,0.0189569452430074,0.116625193671064,0.218085248928564
"Gračanica","Stjepan Polje",3347,3294,30,0,18,5,0.984164923812369,0.0089632506722438,0,0.00537795040334628,0.00149387511204063,0.0566002638076234,0.0313079088613886,0.061792649777596
"Gračanica","Vranovići",1074,1065,0,1,0,8,0.991620111731844,0,0.000931098696461825,0,0.0074487895716946,0.0181621402238983,0.0166332025980601,0.0331838759274345
"Gračanica","Škahovica",1423,1380,7,0,12,24,0.969782150386507,0.00491918482080112,0,0.0084328882642305,0.016865776528461,0.0240639902594108,0.0591428143900353,0.115173821384727
"Grude","Borajna",295,0,0,292,0,3,0,0,0.989830508474576,0,0.0101694915254237,0.0180339894852671,0.0201321459350761,0.0402642918701519
"Grude","Cerov Dolac - Pogana Vlaka",441,0,0,441,0,0,0,0,1,0,0,0.0269592859762807,0,0
"Grude","Dragičina",695,0,0,691,0,4,0,0,0.994244604316547,0,0.00575539568345324,0.0424868565839345,0.0114445422079603,0.0228890844159209
"Grude","Drinovci",3011,0,0,2989,0,22,0,0,0.992693457323149,0,0.00730654267685154,0.184068957085218,0.0145063142219257,0.0290126284438513
"Grude","Gorica",795,0,0,784,0,11,0,0,0.986163522012579,0,0.0138364779874214,0.0486000733586013,0.0272900597286501,0.0545801194572999
"Grude","Grude",3598,4,6,3567,1,20,0.00111172873818788,0.00166759310728182,0.991384102279044,0.000277932184546971,0.00555864369093941,0.219953539552513,0.0171225691748332,0.034011538842464
"Grude","Ledinac i Podledinac",456,0,0,454,0,2,0,0,0.995614035087719,0,0.0043859649122807,0.0278762684924807,0.00873345644813783,0.0174669128962758
"Grude","Puteševica i Jabuka",204,0,0,201,1,2,0,0,0.985294117647059,0.00490196078431373,0.00980392156862745,0.0124709622203203,0.0290753556324489,0.057582490897166
"Grude","Ružići",1550,0,1,1535,0,14,0,0.000645161290322581,0.990322580645161,0,0.00903225806451613,0.0947548600073359,0.0191791883454734,0.0382891262461816
